key	en_us	zh_cn	zh_tw	zh_hk	ja_jp
stat.minecraft.pot_flower	Plants Potted	盆栽种植数	盆栽放置數量	盆栽種植數量	植物を植木鉢に植えた回数
stat.minecraft.raid_trigger	Raids Triggered	触发袭击次数	突襲觸發次數	襲擊觸發次數	襲撃を引き起こした回数
stat.minecraft.raid_win	Raids Won	袭击胜利次数	擊敗突襲次數	襲擊勝利次數	襲撃に勝利した回数
stat.minecraft.sleep_in_bed	Times Slept in a Bed	床上入眠次数	睡覺次數	入睡次數	ベッドで寝た回数
stat.minecraft.sneak_time	Sneak Time	潜行时间	潛行時間	潛行時間	スニークした時間
stat.minecraft.sprint_one_cm	Distance Sprinted	疾跑距离	跑步距離	跑步距離	ダッシュした距離
stat.minecraft.strider_one_cm	Distance by Strider	骑炽足兽移动距离	騎熾足獸移動距離	熾足獸策騎距離	ストライダーで移動した距離
stat.minecraft.swim_one_cm	Distance Swum	游泳距离	游泳距離	游泳距離	泳いだ距離
stat.minecraft.talked_to_villager	Talked to Villagers	村民交互次数	與村民對話次數	與村民對話次數	村人と会話した回数
stat.minecraft.target_hit	Targets Hit	击中标靶次数	擊中標靶次數	擊中標靶次數	的に当てた回数
stat.minecraft.time_since_death	Time Since Last Death	自上次死亡	距離上次死亡	距離上次死亡	最後に死んでからの経過時間
stat.minecraft.time_since_rest	Time Since Last Rest	自上次入眠	距離上次睡覺	距離上次入睡	最後に寝てからの経過時間
stat.minecraft.total_world_time	Time with World Open	世界打开时间	世界開啟時間	世界打開時間	ワールドを開いた時間
stat.minecraft.traded_with_villager	Traded with Villagers	村民交易次数	與村民交易次數	與村民交易次數	村人と取引した回数
stat.minecraft.trigger_trapped_chest	Trapped Chests Triggered	陷阱箱触发次数	陷阱儲物箱觸發次數	陷阱箱觸發次數	トラップチェストを反応させた回数
stat.minecraft.tune_noteblock	Note Blocks Tuned	音符盒调音次数	音階盒調音次數	音符盒調音次數	音符ブロックの音階を変えた回数
stat.minecraft.use_cauldron	Water Taken from Cauldron	从炼药锅取水次数	從鍋釜取水次數	從鍋取水次數	大釜から水を取った回数
stat.minecraft.walk_on_water_one_cm	Distance Walked on Water	水面行走距离	水面上的行走距離	水面移動距離	水上を歩いた距離
stat.minecraft.walk_one_cm	Distance Walked	行走距离	行走距離	行走距離	歩いた距離
stat.minecraft.walk_under_water_one_cm	Distance Walked under Water	水下行走距离	水面下的行走距離	水下行走距離	水中を歩いた距離
stat.mobsButton	Mobs	生物	生物	生物	Mob
stats.none	-	-	-	-	-
structure_block.button.detect_size	DETECT	探测	偵測	檢測	検出
structure_block.button.load	LOAD	加载	載入	載入	読み込み
structure_block.button.save	SAVE	保存	儲存	儲存	保存
structure_block.custom_data	Custom Data Tag Name	自定义数据标签名	自訂資料標籤名稱	自訂數據標籤名稱	カスタムデータタグ名
structure_block.detect_size	Detect Structure Size and Position:	探测结构大小和位置：	偵測結構的大小與位置：	檢測結構大小與位置：	構造物の大きさと位置を検出：
structure_block.hover.corner	Corner: %s	角落：%s	角落：%s	角落：%s	コーナー：%s
structure_block.hover.data	Data: %s	数据：%s	資料：%s	數據：%s	データ：%s
structure_block.hover.load	Load: %s	加载：%s	載入：%s	載入：%s	ロード：%s
structure_block.hover.save	Save: %s	保存：%s	儲存：%s	儲存：%s	セーブ：%s
structure_block.include_entities	Include Entities:	包括实体：	包含實體：	包含實體：	エンティティを含めるかどうか：
structure_block.integrity	Structure Integrity and Seed	结构完整性及种子	結構完整度及種子碼	結構完整度及種子碼	構造物の完全性とシード値
structure_block.integrity.integrity	Structure Integrity	结构完整性	結構完整性	結構完整性	構造物の完全性
structure_block.integrity.seed	Structure Seed	结构种子	結構種子碼	結構種子碼	構造物のシード値
structure_block.invalid_structure_name	Invalid structure name '%s'	无效的结构名“%s”	無效的結構名稱 '%s'	無效結構名稱「%s」	「%s」は無効な構造物名です
structure_block.load_not_found	Structure '%s' is not available	不存在名为“%s”的结构 	沒有名為 '%s' 的結構	並無名為「%s」的結構	構造物「%s」は利用できません
structure_block.load_prepare	Structure '%s' position prepared	结构“%s”的加载位置已就绪	結構 '%s' 的位置已準備就緒	結構「%s」的位置已準備就緒	構造物「%s」の位置が準備されました
structure_block.load_success	Structure loaded from '%s'	成功从“%s”中加载结构	已從 '%s' 載入結構	已從「%s」載入結構	「%s」から構造物を読み込みました
structure_block.mode_info.corner	Corner Mode - Placement and size marker	角落模式 — 位置和大小标记	角落模式 ─ 位置及大小記號	角落模式 - 位置及大小記號	コーナーモード - 構造物のサイズと位置を標識します
structure_block.mode_info.data	Data Mode - Game logic marker	数据模式 — 游戏逻辑标记	資料模式 ─ 遊戲邏輯記號	數據模式 - 遊戲邏輯記號	データモード - 構造物ごとに固有の処理をマーキングします
structure_block.mode_info.load	Load Mode - Load from file	加载模式 — 从文件中加载	載入模式 ─ 從檔案載入	載入模式 - 從檔案載入	ロードモード - ファイルからの読み込みを行います
structure_block.mode_info.save	Save Mode - Write to file	保存模式 — 写入文件	儲存模式 ─ 寫入檔案	儲存模式 - 寫入檔案	セーブモード - ファイルへの書き込みを行います
structure_block.mode.corner	Corner	角落模式	角落	角落	コーナー
structure_block.mode.data	Data	数据模式	資料	數據	データ
structure_block.mode.load	Load	加载模式	載入	載入	ロード
structure_block.mode.save	Save	保存模式	儲存	儲存	セーブ
structure_block.position	Relative Position	相对位置	相對位置	相對位置	相対位置
structure_block.position.x	relative Position x	相对X坐标	X 軸相對位置	X 軸相對位置	X軸方向の相対位置
structure_block.position.y	relative position y	相对Y坐标	Y 軸相對位置	Y 軸相對位置	Y軸方向の相対位置
structure_block.position.z	relative position z	相对Z坐标	Z 軸相對位置	Z 軸相對位置	Z軸方向の相対位置
structure_block.save_failure	Unable to save structure '%s'	无法保存结构“%s”	無法儲存結構 '%s'	無法儲存結構「%s」	構造物「%s」を保存できません
structure_block.save_success	Structure saved as '%s'	成功将结构保存为“%s”	已將結構儲存為 '%s'	已將結構儲存為「%s」	構造物が「%s」として保存されました
structure_block.show_air	Show Invisible Blocks:	显示隐形方块：	顯示隱形方塊：	顯示隱形方塊：	見えないブロックを表示する：
structure_block.show_boundingbox	Show Bounding Box:	显示边框：	顯示定界框：	顯示界限框：	境界線を表示する：
structure_block.size	Structure Size	结构大小	結構大小	結構大小	構造物のサイズ
structure_block.size_failure	Unable to detect structure size. Add corners with matching structure names	无法检测结构大小。请放置与结构名称对应的角落结构方块	無法偵測結構大小。請添加與結構名稱對應的角落	無法檢測結構大小。請添加與結構名稱對應的角落	構造物のサイズを検出できません。同じ構造物名を入力した「コーナー」モードのストラクチャーブロックを設置してください。
structure_block.size_success	Size successfully detected for '%s'	“%s”的大小已成功检测	已成功偵測 '%s' 的大小	已經成功檢測「%s」的大小	「%s」のサイズが正常に検出されました
structure_block.size.x	structure size x	结构X轴大小	X 軸結構大小	X 軸結構大小	X軸方向の構造物のサイズ
structure_block.size.y	structure size y	结构Y轴大小	Y 軸結構大小	Y 軸結構大小	Y軸方向の構造物のサイズ
structure_block.size.z	structure size z	结构Z轴大小	Z 軸結構大小	Z 軸結構大小	Z軸方向の構造物のサイズ
structure_block.strict	Strict Placement:	严格放置：	嚴格放置：	嚴格放置：	厳密な配置：
structure_block.structure_name	Structure Name	结构名称	結構名稱	結構名稱	構造物名
subtitles.ambient.cave	Eerie noise	怪异的噪声	毛骨悚然的聲響	恐怖怪聲	不気味な音が鳴る
subtitles.ambient.sound	Eerie noise	怪异的噪声	毛骨悚然的聲響	恐怖怪聲	不気味な音が鳴る
subtitles.block.amethyst_block.chime	Amethyst chimes	紫水晶：叮铃	紫水晶叮噹作響	紫水晶叮叮聲	アメジストが音を奏でる
subtitles.block.amethyst_block.resonate	Amethyst resonates	紫水晶：共振	紫水晶共振	紫水晶共振	アメジストが共鳴する
subtitles.block.anvil.destroy	Anvil destroyed	铁砧：被毁	鐵砧被破壞	鐵砧被破壞	金床が壊れる
subtitles.block.anvil.land	Anvil landed	铁砧：着陆	鐵砧落地	鐵砧落地	金床が落下する
subtitles.block.anvil.use	Anvil used	铁砧：使用	使用鐵砧	使用鐵砧	金床が使用される
subtitles.block.barrel.close	Barrel closes	木桶：关闭	木桶關閉	木桶關閉	樽が閉じる
subtitles.block.barrel.open	Barrel opens	木桶：打开	木桶開啟	木桶打開	樽が開く
subtitles.block.beacon.activate	Beacon activates	信标：激活	烽火台啟動	燈標啟動	ビーコンが起動する
subtitles.block.beacon.ambient	Beacon hums	信标：嗡嗡作响	烽火台嗡嗡作響	燈標嗡嗡響	ビーコンがうなる
